id_ubicacion,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad
349,2,Baja California,2,Mexicali,311,Colonia José María Rodríguez Mérida (La Panga)                                                                
350,2,Baja California,4,Tijuana,1298,Los Delfines                                                                                                  
351,2,Baja California,6,San Quintín,112,Ejido General Leandro Valle                                                                                   
352,2,Baja California,7,San Felipe                                                                  ,61,De un Rancho a Otro                                                                                           
353,2,Baja California,5,Playas de Rosarito,361,Villas de San Ángel                                                                                           
354,2,Baja California,5,Playas de Rosarito,82,La Pitaya                                                                                                     
355,2,Baja California,5,Playas de Rosarito,8,El Campito                                                                                                    
356,2,Baja California,1,Ensenada,4930,Playa Cibola del Mar                                                                                          
357,2,Baja California,6,San Quintín,533,Lira [Rancho]                                                                                                 
358,2,Baja California,5,Playas de Rosarito,304,El Morro                                                                                                      
359,2,Baja California,6,San Quintín,691,Ranchito Meza                                                                                                 
360,2,Baja California,1,Ensenada,2518,Quinta Riviera (Rancho Rocha)                                                                                 
361,2,Baja California,2,Mexicali,212,Poblado Lázaro Cárdenas (La Veintiocho)                                                                       
362,2,Baja California,4,Tijuana,2127,Familia Tovar                                                                                                 
363,2,Baja California,2,Mexicali,482,Familia Castro [Rancho]                                                                                       
364,2,Baja California,3,Tecate,1615,Los Laureles                                                                                                  
365,2,Baja California,2,Mexicali,4925,Renacimiento del Valle                                                                                        
366,2,Baja California,5,Playas de Rosarito,2,Alisitos                                                                                                      
367,2,Baja California,5,Playas de Rosarito,395,El Paraíso                                                                                                    
368,2,Baja California,2,Mexicali,5225,Crucero Nuevo León                                                                                            
369,2,Baja California,3,Tecate,937,General Felipe Ángeles                                                                                        
370,2,Baja California,4,Tijuana,678,Real del Mar                                                                                                  
371,2,Baja California,4,Tijuana,2125,Laguna [Rancho]                                                                                               
372,2,Baja California,2,Mexicali,7065,Cadena Comercial Oxxo S.A. de C.V.                                                                            
373,2,Baja California,5,Playas de Rosarito,37,Colonia Morelos                                                                                               
374,2,Baja California,1,Ensenada,2492,Rancho Cortez                                                                                                 
375,2,Baja California,6,San Quintín,620,Ninguno                                                                                                       
376,2,Baja California,7,San Felipe                                                                  ,261,Ventana del Mar                                                                                               
377,2,Baja California,7,San Felipe                                                                  ,272,Vista del Mar                                                                                                 
378,2,Baja California,5,Playas de Rosarito,86,Popotla                                                                                                       
379,2,Baja California,2,Mexicali,1668,La Colorado (Colonia Colorado)                                                                                
380,2,Baja California,1,Ensenada,4754,Ninguno                                                                                                       
381,2,Baja California,4,Tijuana,1388,Las Quintas Escondidas                                                                                        
382,2,Baja California,1,Ensenada,3381,Ejido el Ajusco                                                                                               
383,2,Baja California,5,Playas de Rosarito,418,El Mirador [Fraccionamiento]                                                                                  
384,2,Baja California,1,Ensenada,3289,San Antonio [Bodegas]                                                                                         
385,2,Baja California,5,Playas de Rosarito,424,La Banderita                                                                                                  
386,2,Baja California,6,San Quintín,874,Colonia las Palmas (Vista al Mar)
387,2,Baja California,1,Ensenada,4342,Campo Número Nueve                                                                                            
388,2,Baja California,5,Playas de Rosarito,276,Casa del Rey [Fraccionamiento]                                                                                
389,2,Baja California,2,Mexicali,1653,La División (Colonia Venustiano Carranza)                                                                     
390,2,Baja California,2,Mexicali,2435,Doña Bertha [Rancho]                                                                                          
391,2,Baja California,2,Mexicali,553,La Rosita                                                                                                     
392,2,Baja California,1,Ensenada,3756,Parcela Noventa y Ocho                                                                                        
393,2,Baja California,1,Ensenada,2151,Punta Piedra                                                                                                  
394,2,Baja California,5,Playas de Rosarito,222,Río Misión                                                                                                    
395,2,Baja California,3,Tecate,1439,Rancho Esthercita                                                                                             
396,2,Baja California,1,Ensenada,2502,Villas de San Miguel                                                                                          
397,2,Baja California,2,Mexicali,4730,El Sauzalito                                                                                                  
398,2,Baja California,2,Mexicali,2820,Familia Verdugo (Ejido Cucapah Mestizo)                                                                       
399,2,Baja California,4,Tijuana,1886,La Recría [Rancho]                                                                                            
400,2,Baja California,4,Tijuana,732,El Indio                                                                                                      
401,2,Baja California,2,Mexicali,1317,El Arenal                                                                                                     
402,2,Baja California,7,San Felipe                                                                  ,140,La Poma [Campo]                                                                                               
403,2,Baja California,2,Mexicali,5021,Familia Vega                                                                                                  
404,2,Baja California,4,Tijuana,2049,El Refugio                                                                                                    
405,2,Baja California,1,Ensenada,3732,Parcela Número Cincuenta y Siete (Familia Arce)                                                               
406,2,Baja California,2,Mexicali,4904,Familia Álvarez                                                                                               
407,2,Baja California,1,Ensenada,3691,Parcela Ocho (Ejido Nacionalista)                                                                             
408,2,Baja California,3,Tecate,114,San José                                                                                                      
409,2,Baja California,2,Mexicali,3135,Rancho Fonseca (Ejido Hermosillo)                                                                             
410,2,Baja California,1,Ensenada,1025,Poblado Héroes de Chapultepec                                                                                 
411,2,Baja California,1,Ensenada,3382,Ejido Jatay                                                                                                   
412,2,Baja California,2,Mexicali,1975,Colonia la 27 (Campamento SARH Kilómetro Veintisiete)                                                         
413,2,Baja California,1,Ensenada,3625,Jatay de Cutuy                                                                                                
414,2,Baja California,1,Ensenada,3606,Brisas del Mar                                                                                                
415,2,Baja California,4,Tijuana,1393,Rancho AGR                                                                                                    
416,2,Baja California,3,Tecate,1023,La Puerta                                                                                                     
417,2,Baja California,1,Ensenada,2157,Puerto Salina                                                                                                 
418,2,Baja California,2,Mexicali,1896,Familia Chávez (Ejido Lázaro Cárdenas)                                                                        
419,2,Baja California,2,Mexicali,1545,Familia Acosta                                                                                                
420,2,Baja California,2,Mexicali,5468,El Chimal                                                                                                     
421,2,Baja California,1,Ensenada,5172,Barón Balché                                                                                                  
422,2,Baja California,4,Tijuana,1604,La Morita                                                                                                     
423,2,Baja California,2,Mexicali,2424,Familia Montes (Colonia Progreso)                                                                             
424,2,Baja California,2,Mexicali,5223,Casa de Retiro Arcoíris                                                                                       
425,2,Baja California,3,Tecate,1904,El Paraíso [Rancho]                                                                                           
426,2,Baja California,4,Tijuana,1385,Playa Blanca                                                                                                  
427,2,Baja California,5,Playas de Rosarito,414,Calafia Paradaise Resort and Villas (Torres Calafia)                                                          
428,2,Baja California,2,Mexicali,2517,Colonia Herradura                                                                                             
429,2,Baja California,1,Ensenada,2159,Angels [Campo]                                                                                                
430,2,Baja California,7,San Felipe                                                                  ,126,La Costilla [Campo]                                                                                           
431,2,Baja California,7,San Felipe                                                                  ,155,Los Compadres                                                                                                 
432,2,Baja California,7,San Felipe                                                                  ,156,Los Delfines [Campo]                                                                                          
433,2,Baja California,7,San Felipe                                                                  ,32,Campo Ocotillos                                                                                               
434,2,Baja California,7,San Felipe                                                                  ,16,Brisamar [Campo]                                                                                              
435,2,Baja California,7,San Felipe                                                                  ,24,Campo César                                                                                                   
436,2,Baja California,7,San Felipe                                                                  ,145,Las Encantadas [Campo]                                                                                        
437,2,Baja California,7,San Felipe                                                                  ,269,Violeta (Playa Corrales)                                                                                      
438,2,Baja California,5,Playas de Rosarito,196,Marena [Club]                                                                                                 
439,2,Baja California,1,Ensenada,2691,Baja Mar San Diego                                                                                            
440,2,Baja California,2,Mexicali,4747,Los Manantiales                                                                                               
441,2,Baja California,1,Ensenada,3173,Lomas del Mar                                                                                                 
442,2,Baja California,1,Ensenada,2221,Playa Dorada [Campo]                                                                                          
443,2,Baja California,5,Playas de Rosarito,301,Montemar                                                                                                      
444,2,Baja California,7,San Felipe                                                                  ,194,Petes Camp El Paraíso                                                                                         
445,2,Baja California,7,San Felipe                                                                  ,47,Cimarrón [Campo]                                                                                              
446,2,Baja California,5,Playas de Rosarito,73,El Médano                                                                                                     
447,2,Baja California,4,Tijuana,2012,Santa Clara                                                                                                   
448,2,Baja California,4,Tijuana,1811,Encanto del Mar                                                                                               
449,2,Baja California,5,Playas de Rosarito,386,Palacio del Mar                                                                                               
450,2,Baja California,3,Tecate,1599,Los Campillo                                                                                                  
451,2,Baja California,2,Mexicali,1471,Cerro Prieto Cuatro                                                                                           
452,2,Baja California,1,Ensenada,5892,El Coyote [Rancho]                                                                                            
453,2,Baja California,1,Ensenada,3783,Parcela Número Ciento Treinta y Nueve (Ejido Nacionalista)                                                    
454,2,Baja California,2,Mexicali,3479,Las Palmas (Colonia Colorado Número Tres)                                                                     
455,2,Baja California,3,Tecate,1004,Rancho Jonathan                                                                                               
456,2,Baja California,7,San Felipe                                                                  ,262,Versoleil                                                                                                     
457,2,Baja California,6,San Quintín,99,Don Diego [Posada]                                                                                            
458,2,Baja California,4,Tijuana,671,Santa Teresita                                                                                                
459,2,Baja California,5,Playas de Rosarito,377,Ciudad de Misericordia                                                                                        
460,2,Baja California,3,Tecate,1012,San Joaquín                                                                                                   
461,2,Baja California,5,Playas de Rosarito,22,Valles del Mar                                                                                                
462,2,Baja California,5,Playas de Rosarito,427,Rancho la Hermosa [Casa Hogar]                                                                                
463,2,Baja California,4,Tijuana,1874,Terrazas de San Ángel                                                                                         
464,2,Baja California,6,San Quintín,92,Cristo por su Mundo [Orfanatorio]                                                                             
465,2,Baja California,5,Playas de Rosarito,188,Ninguno                                                                                                       
466,2,Baja California,5,Playas de Rosarito,162,Terrazas del Mar                                                                                              
467,2,Baja California,1,Ensenada,2141,Door of Faith Orphanage [Orfanato]                                                                            
468,2,Baja California,4,Tijuana,542,Las Dos Palmas                                                                                                
469,2,Baja California,5,Playas de Rosarito,388,Guzmán [Rancho]                                                                                               
470,2,Baja California,5,Playas de Rosarito,279,Palmar Paradise [Centro Recreativo]                                                                           
471,2,Baja California,1,Ensenada,2190,La Grulla SC (La Grulla) [Club de Cazadores]                                                                  
472,2,Baja California,5,Playas de Rosarito,350,Candiles Dorados                                                                                              
473,2,Baja California,3,Tecate,1604,Tanamá (Las Tejas) [Balneario]                                                                                
474,2,Baja California,7,San Felipe                                                                  ,3,Alfonsinas                                                                                                    
475,2,Baja California,5,Playas de Rosarito,419,Rodríguez [Campo]                                                                                             
476,2,Baja California,5,Playas de Rosarito,432,Ventura [Parcela Cincuenta y Tres]                                                                            
477,2,Baja California,1,Ensenada,600,De los Niños [Rancho)                                                                                         
478,2,Baja California,7,San Felipe                                                                  ,59,Cristina [Campo]                                                                                              
479,2,Baja California,7,San Felipe                                                                  ,22,Campo Beluga                                                                                                  
480,2,Baja California,7,San Felipe                                                                  ,36,Campo Sacrificio                                                                                              
481,2,Baja California,1,Ensenada,3329,Campo Número Cinco                                                                                            
482,2,Baja California,7,San Felipe                                                                  ,190,Papá Fernández [Campo]                                                                                        
483,2,Baja California,7,San Felipe                                                                  ,203,Playa del Sol                                                                                                 
484,2,Baja California,7,San Felipe                                                                  ,221,Punta Bufeo [Campo Turístico]                                                                                 
485,2,Baja California,1,Ensenada,2485,San Antonio de las Minas                                                                                      
486,2,Baja California,5,Playas de Rosarito,76,El Morro                                                                                                      
487,2,Baja California,5,Playas de Rosarito,83,Rancho Evelia                                                                                                 
488,2,Baja California,5,Playas de Rosarito,212,Cumbres de Popotla                                                                                            
489,2,Baja California,6,San Quintín,43,Campo Daggets                                                                                                 
490,2,Baja California,1,Ensenada,2487,Ejido Ley Federal de Reforma Agraria (El Tigre)                                                               
491,2,Baja California,6,San Quintín,500,La Ventana [Campo]                                                                                            
492,2,Baja California,7,San Felipe                                                                  ,81,El Dorado (Ejido Plan Nacional Agrario)                                                                       
493,2,Baja California,5,Playas de Rosarito,163,De Raúl [Centro Turístico]                                                                                    
494,2,Baja California,1,Ensenada,5771,Fuego Viñedo                                                                                                  
495,2,Baja California,5,Playas de Rosarito,197,Martín Cuevas                                                                                                 
496,2,Baja California,1,Ensenada,5329,La Escondida                                                                                                  
497,2,Baja California,2,Mexicali,4986,Hacienda Mexicali [Hotel]                                                                                     
498,2,Baja California,3,Tecate,1580,El Moro                                                                                                       
499,2,Baja California,6,San Quintín,483,La Pinta [Hotel]                                                                                              
500,2,Baja California,5,Playas de Rosarito,59,Las Rocas [Hotel]                                                                                             
501,2,Baja California,6,San Quintín,581,Los Vientos                                                                                                   
502,2,Baja California,6,San Quintín,68,Cataviña                                                                                                      
503,2,Baja California,1,Ensenada,5187,Genaro Vázquez Rojas [Fraccionamiento Popular]                                                                
504,2,Baja California,1,Ensenada,942,Uruapan                                                                                                       
505,2,Baja California,6,San Quintín,49,Campo Lobo                                                                                                    
506,2,Baja California,1,Ensenada,3593,Las Lomas [Residencial Campestre]                                                                             
507,2,Baja California,5,Playas de Rosarito,207,Puestas del Sol                                                                                               
508,2,Baja California,5,Playas de Rosarito,51,La Fonda [Campo Turístico]                                                                                    
509,2,Baja California,1,Ensenada,5153,Las Mariposas [Rancho]                                                                                        
510,2,Baja California,1,Ensenada,3283,Baja Beach and Tennis Club                                                                                    
511,2,Baja California,1,Ensenada,5446,Familia Garibay                                                                                               
512,2,Baja California,1,Ensenada,5155,Coronel Esteban Cantú [Tercera Sección]                                                                       
513,2,Baja California,5,Playas de Rosarito,243,Costa Azul                                                                                                    
514,2,Baja California,1,Ensenada,5907,Campo Meneses                                                                                                 
515,2,Baja California,1,Ensenada,2776,Playa Saldamando                                                                                              
516,2,Baja California,1,Ensenada,2463,El Venado                                                                                                     
517,2,Baja California,5,Playas de Rosarito,316,El Médano                                                                                                     
518,2,Baja California,6,San Quintín,711,Rancho Escondido                                                                                              
519,2,Baja California,3,Tecate,1482,Rancho Ojay                                                                                                   
520,2,Baja California,6,San Quintín,223,El Rincón                                                                                                     
521,2,Baja California,6,San Quintín,605,Molino Viejo                                                                                                  
522,2,Baja California,1,Ensenada,1015,Emiliano Zapata                                                                                               
523,2,Baja California,6,San Quintín,654,Playa Tranquila [Campo]                                                                                       
524,2,Baja California,5,Playas de Rosarito,74,Medio Camino                                                                                                  
525,2,Baja California,5,Playas de Rosarito,314,Kilómetro Cuarenta y Tres                                                                                     
526,2,Baja California,1,Ensenada,585,El Mogor                                                                                                      
527,2,Baja California,5,Playas de Rosarito,227,Rancho el Descanso                                                                                            
528,2,Baja California,1,Ensenada,3834,Puerto el Zeppelín (Campo Kennedy)                                                                            
529,2,Baja California,6,San Quintín,47,Campo Harchelón                                                                                               
530,2,Baja California,6,San Quintín,473,La Lobera                                                                                                     
531,2,Baja California,7,San Felipe                                                                  ,266,Villas de Cortez                                                                                              
532,2,Baja California,5,Playas de Rosarito,75,Misión Viejo                                                                                                  
533,2,Baja California,5,Playas de Rosarito,85,Plaza del Mar                                                                                                 
534,2,Baja California,5,Playas de Rosarito,31,Costa Bella                                                                                                   
535,2,Baja California,1,Ensenada,1812,San Miguel (Cíbolas de Mar)                                                                                   
536,2,Baja California,4,Tijuana,1223,Club Tijuana                                                                                                  
537,2,Baja California,4,Tijuana,1221,San Inocencio (Proyecto México) [Casa Hogar]                                                                  
538,2,Baja California,1,Ensenada,5323,Casa Horizonte                                                                                                
539,2,Baja California,4,Tijuana,2030,Bella Vista                                                                                                   
540,2,Baja California,5,Playas de Rosarito,95,Campo Real                                                                                                    
541,2,Baja California,5,Playas de Rosarito,401,Rocamar [Fraccionamiento]                                                                                     
542,2,Baja California,4,Tijuana,1546,Casa Guadalupe (Villa de la Paz)                                                                              
543,2,Baja California,5,Playas de Rosarito,288,Caracoles del Mar                                                                                             
544,2,Baja California,1,Ensenada,5163,La Hermosa del Sauco                                                                                          
545,2,Baja California,7,San Felipe                                                                  ,153,Los Amigos [Campo]                                                                                            
546,2,Baja California,6,San Quintín,475,La Mesa                                                                                                       
547,2,Baja California,1,Ensenada,3658,Tres Cruces [Rancho]                                                                                          
548,2,Baja California,5,Playas de Rosarito,220,Perla Escondida                                                                                               
549,2,Baja California,4,Tijuana,570,Universidad de las Naciones                                                                                   
